Points_0,Points_1,Points_2,ph,uh_0,uh_1,uh_2
0.571429,-6,0,1.25812,0.999,0,0
0.571155,-5.42938,0,0.864464,1.07148,-0.0156484,0
0.570905,-4.91063,0,1.23682,1.00448,-0.040045,0
0.570679,-4.43904,0,0.950666,1.0155,0.00935557,0
0.570473,-4.01032,0,1.16734,0.992665,-0.00858718,0
0.570286,-3.62058,0,1.01693,0.986294,0.00764665,0
0.570116,-3.26627,0,1.12007,0.992765,-0.00400603,0
0.569961,-2.94416,0,1.05217,0.987371,0.00146144,0
0.56982,-2.65134,0,1.0965,0.991597,-0.00345805,0
0.569693,-2.38515,0,1.06906,0.988621,-0.00181132,0
0.569576,-2.14315,0,1.08654,0.990491,-0.00388313,0
0.569471,-1.92315,0,1.07646,0.9892,-0.00379161,0
0.569375,-1.72315,0,1.08271,0.989807,-0.00497784,0
0.569287,-1.54133,0,1.07936,0.989606,-0.00549541,0
0.569208,-1.37604,0,1.08123,0.989979,-0.00640786,0
0.569136,-1.22578,0,1.08007,0.99034,-0.00711265,0
0.56907,-1.08917,0,1.08023,0.990937,-0.00787443,0
0.569011,-0.964988,0,1.07943,0.991788,-0.00851068,0
0.568956,-0.852094,0,1.0787,0.992889,-0.00905156,0
0.568907,-0.749462,0,1.07751,0.994398,-0.00942344,0
0.568862,-0.656161,0,1.07601,0.996287,-0.00959552,0
0.568822,-0.571341,0,1.07414,0.998643,-0.00951931,0
0.568785,-0.494233,0,1.0718,1.00157,-0.00919198,0
0.568751,-0.424134,0,1.06908,1.00498,-0.00862082,0
0.56872,-0.360408,0,1.06602,1.00742,-0.0077913,0
0.591837,-6,0,1.25528,0.999,0,0
0.591575,-5.42941,0,0.860143,1.07298,-0.0158757,0
0.591337,-4.9107,0,1.23317,1.00339,-0.0407744,0
0.591121,-4.43914,0,0.946985,1.01474,0.00953757,0
0.590924,-4.01045,0,1.16261,0.992919,-0.00843493,0
0.590745,-3.62073,0,1.01338,0.986036,0.00754576,0
0.590583,-3.26644,0,1.11558,0.993081,-0.00405504,0
0.590435,-2.94436,0,1.04841,0.987263,0.00139276,0
0.590301,-2.65156,0,1.09221,0.991774,-0.00348954,0
0.590179,-2.38537,0,1.06513,0.988602,-0.00187172,0
0.590068,-2.14339,0,1.08236,0.990596,-0.00390724,0
0.589967,-1.9234,0,1.07243,0.989244,-0.00381017,0
0.589875,-1.72342,0,1.07858,0.989903,-0.00498414,0
0.589792,-1.54161,0,1.07528,0.989689,-0.00549603,0
0.589716,-1.37633,0,1.07712,0.990083,-0.00639393,0
0.589647,-1.22608,0,1.07598,0.990443,-0.00708182,0
0.589584,-1.08948,0,1.07613,0.991043,-0.00781676,0
0.589527,-0.965307,0,1.07534,0.991885,-0.00841531,0
0.589476,-0.85242,0,1.07462,0.992968,-0.0089019,0
0.589429,-0.749795,0,1.07345,0.994442,-0.00919914,0
0.589386,-0.656499,0,1.07199,0.996279,-0.00927034,0
0.589347,-0.571685,0,1.07016,0.998562,-0.00906312,0
0.589312,-0.494581,0,1.06788,1.00141,-0.00857363,0
0.589279,-0.424487,0,1.06524,1.00471,-0.00780669,0
0.58925,-0.360765,0,1.06225,1.00705,-0.00675218,0
0.612245,-6,0,1.2524,0.999,0,0
0.611995,-5.42945,0,0.855817,1.0745,-0.0160947,0
0.611769,-4.91077,0,1.22952,1.00229,-0.0415003,0
0.611563,-4.43924,0,0.943324,1.01394,0.00971076,0
0.611375,-4.01057,0,1.15787,0.993191,-0.00826601,0
0.611205,-3.62088,0,1.00985,0.985783,0.00746905,0
0.61105,-3.26661,0,1.11109,0.993396,-0.00409224,0
0.610909,-2.94455,0,1.04464,0.987155,0.00132752,0
0.610781,-2.65177,0,1.08792,0.991952,-0.00351373,0
0.610665,-2.3856,0,1.06119,0.988583,-0.0019232,0
0.610559,-2.14363,0,1.07819,0.990699,-0.00392338,0
0.610463,-1.92366,0,1.06839,0.989287,-0.00382137,0
0.610376,-1.72369,0,1.07446,0.989997,-0.00498428,0
0.610296,-1.54189,0,1.0712,0.98977,-0.00549176,0
0.610224,-1.37662,0,1.073,0.990186,-0.00637629,0
0.610158,-1.22638,0,1.07188,0.990544,-0.0070484,0
0.610099,-1.08979,0,1.07202,0.991145,-0.00775793,0
0.610044,-0.965626,0,1.07125,0.991974,-0.00832081,0
0.609995,-0.852746,0,1.07055,0.993035,-0.00875611,0
0.60995,-0.750127,0,1.06941,0.994469,-0.00898289,0
0.609909,-0.656838,0,1.06799,0.996245,-0.00895876,0
0.609872,-0.572029,0,1.06622,0.998446,-0.00862757,0
0.609839,-0.49493,0,1.064,1.0012,-0.0079841,0
0.609808,-0.42484,0,1.06145,1.00438,-0.00702969,0
0.60978,-0.361122,0,1.05856,1.00661,-0.00575847,0
0.632653,-6,0,1.24947,0.999,0,0
0.632416,-5.42949,0,0.851485,1.07604,-0.0163157,0
0.6322,-4.91084,0,1.22586,1.00118,-0.0422145,0
0.632005,-4.43934,0,0.939681,1.01311,0.00991783,0
0.631826,-4.0107,0,1.15313,0.99348,-0.00806199,0
0.631664,-3.62103,0,1.00632,0.985533,0.0074088,0
0.631517,-3.26679,0,1.10659,0.99371,-0.00412819,0
0.631383,-2.94475,0,1.04088,0.987046,0.00125982,0
0.631262,-2.65198,0,1.08363,0.992129,-0.00353478,0
0.631151,-2.38583,0,1.05725,0.988564,-0.00197108,0
0.631051,-2.14388,0,1.07402,0.9908,-0.00393825,0
0.630959,-1.92392,0,1.06435,0.98933,-0.00383231,0
0.630876,-1.72396,0,1.07033,0.990091,-0.00498508,0
0.630801,-1.54217,0,1.06713,0.98985,-0.00548902,0
0.630732,-1.37692,0,1.06889,0.990287,-0.00636102,0
0.630669,-1.22668,0,1.06779,0.990641,-0.00701834,0
0.630613,-1.09011,0,1.06793,0.991243,-0.0077041,0
0.630561,-0.965945,0,1.06717,0.992057,-0.00823402,0
0.630514,-0.853072,0,1.06649,0.993091,-0.00862212,0
0.630472,-0.75046,0,1.06539,0.99448,-0.008784,0
0.630433,-0.657176,0,1.06402,0.996188,-0.00867148,0
0.630398,-0.572373,0,1.06231,0.998296,-0.00822448,0
0.630365,-0.495279,0,1.06017,1.00094,-0.0074358,0
0.630336,-0.425194,0,1.05772,1.004,-0.00630197,0
0.63031,-0.36148,0,1.05494,1.00609,-0.00482079,0
0.653061,-6,0,1.24649,0.999,0,0
0.652836,-5.42952,0,0.847147,1.07761,-0.0165402,0
0.652632,-4.9109,0,1.2222,1.00006,-0.0429005,0
0.652446,-4.43943,0,0.936059,1.01225,0.0101329,0
0.652277,-4.01083,0,1.14838,0.993788,-0.0078865,0
0.652124,-3.62118,0,1.0028,0.985288,0.00730606,0
0.651984,-3.26696,0,1.10209,0.994025,-0.00419686,0
0.651858,-2.94494,0,1.03712,0.986935,0.00116664,0
0.651742,-2.65219,0,1.07935,0.992305,-0.00357243,0
0.651637,-2.38606,0,1.05331,0.988544,-0.00203196,0
0.651542,-2.14412,0,1.06985,0.990898,-0.00396474,0
0.651455,-1.92418,0,1.06032,0.989372,-0.00385238,0
0.651377,-1.72423,0,1.0662,0.990184,-0.0049931,0
0.651305,-1.54246,0,1.06305,0.989929,-0.00549225,0
0.65124,-1.37721,0,1.06478,0.990386,-0.00635099,0
0.651181,-1.22699,0,1.06371,0.990736,-0.00699332,0
0.651127,-1.09042,0,1.06384,0.991336,-0.0076562,0
0.651078,-0.966264,0,1.06311,0.992133,-0.00815565,0
0.651033,-0.853398,0,1.06245,0.993138,-0.00850117,0
0.650993,-0.750793,0,1.06139,0.994476,-0.00860518,0
0.650956,-0.657515,0,1.06007,0.996108,-0.00841364,0
0.650923,-0.572717,0,1.05844,0.998114,-0.00786231,0
0.650892,-0.495628,0,1.05639,1.00064,-0.0069409,0
0.650865,-0.425547,0,1.05406,1.00355,-0.00563903,0
0.65084,-0.361837,0,1.05138,1.0055,-0.00395669,0
0.673469,-6,0,1.24346,0.999,0,0
0.673257,-5.42956,0,0.842803,1.07919,-0.016752,0
0.673064,-4.91097,0,1.21853,0.998926,-0.0435855,0
0.672888,-4.43953,0,0.932458,1.01136,0.0102995,0
0.672729,-4.01095,0,1.14363,0.994116,-0.00777102,0
0.672583,-3.62133,0,0.999285,0.985046,0.00717442,0
0.672452,-3.26713,0,1.09758,0.994338,-0.00428535,0
0.672332,-2.94513,0,1.03336,0.986822,0.00105231,0
0.672223,-2.65241,0,1.07507,0.99248,-0.00362297,0
0.672124,-2.38629,0,1.04937,0.988524,-0.00209843,0
0.672033,-2.14437,0,1.06568,0.990994,-0.0039935,0
0.671951,-1.92444,0,1.05628,0.989413,-0.00387198,0
0.671877,-1.7245,0,1.06207,0.990276,-0.00499913,0
